EGNo,WhaleName,VisualGenderCode,GeneticGenderCode,GenderCode,FirstYearSighted,LastYearSighted,BirthYear,Mother,Father,DeathYear,Darted,ReDart,Tagged,AllImagesQuality,Haplotype,Cow,FirstCalvingYear,LipsLeft,LipsRight,MandibleLeft,MandibleRight,Belly,Chin,CatalogedDate,CompositeLastUpdated,WhaleNote,CreatedBy,CreatedDate,EditedBy,EditedDate,ChangeStamp
3250,ROMEO,X,M,M,2002,2020,,,,,TRUE,FALSE,FALSE,0,A,FALSE,,N,N,3,2,Y,Y,2005-09-29,2005-10-26,"was BK12, Genetic sex added 9/24/07. Named Romeo in a newsletter contest because dot, dash, dot (the distinctive scars on the right head) is the morse code for ""R"" and romeo is the name used to respresent ""R"" when using marine radios.  Haplotype added 11/8/10.",phamilton,2005-10-03,kmcpherson,2021-11-09,
3260,SKITTLE,F,F,F,2002,2021,,,,,TRUE,FALSE,FALSE,0,B,TRUE,2010,M,M,5,6,N,N,2005-09-29,2006-01-01,"was CT17 and BK16, need right peduncle shots, named for the peninsulas down to the bonnet, the shape resembles that of a bowling pin or skittle. On 12/1/14, PKH entered hap and genetic sex based on SampleID 179173 (2/21/2010).",phamilton,2005-10-03,kmcpherson,2021-11-09,
3270,PICO,F,F,F,2002,2021,,,,,TRUE,FALSE,FALSE,0,A,TRUE,2011,N,N,7,5,Y,Y,2006-03-22,2006-03-22,"Was BK43. Possibly 2014, but PKH and MKM think lip ridge right not peaky enough- Tim Frasier confirmed that 3270 could not be the daughter of 1114. Genetic sex added 9/24/07. Named Pico because she was seen south of Pico Island in the Azores and Pico means peak or mountain in Portugeese. Her bonnet also looks remarkably like the shape of the island., Visual sex added  5/4/10.  Haplotype added 11/8/10.",phamilton,2006-03-22,kmcpherson,2022-01-10,
3279,,M,X,M,2002,2014,2002,1179,,,FALSE,FALSE,FALSE,0,,FALSE,,M,M,,,Y,Y,2008-04-07,2009-06-08,"Was CT01SEUS03 and 2002CalfOf1179. Genetic sex was added by PKH on Dec. 20, 2012 based on SampleID 107, SightingID 45102. Haplotype added by PKH on 6/13/13- SampleID 107. UPDATE: 6/28/13- discovered that SampleID 107 was not from 1179's calf, but actually 1315's calf. On this date, PKH removed genetic sex, haplotype, and darted from the whale console. This whale now needs to be darted. On 5/27/17, discovered that the Haplotype had NOT beend deleted- PKH deleted it.",phamilton,2008-04-07,phamilton,2017-05-29,
3280,,F,X,F,2001,2021,,,,,FALSE,FALSE,FALSE,0,,TRUE,2007,M,L,5,4,N,N,2006-03-23,2006-03-23,Was CT06,phamilton,2006-03-23,kmcpherson,2021-11-09,
3290,ARROW,F,F,F,2002,2021,2002,1810,,,TRUE,FALSE,FALSE,2,D,TRUE,2009,S,S,5,3,Y,Y,2006-03-23,2006-03-23,"Was CT36, sex determined visually from 9/17/06 sighitng, Genetic sex added 9/24/07.  Haplotype added 11/8/10. Named 11/14/19- Arrow because it looks like her arrow-like coaming just split an object in two identical pieces",phamilton,2006-03-29,kmcpherson,2021-11-09,
3291,,X,X,X,2002,2008,2002,1248,,,FALSE,FALSE,FALSE,0,,FALSE,,M,M,,,N,N,2006-03-30,2006-04-10,Was BK2002CalfOf1248 &  BK09,phamilton,2006-03-30,aknowlton,2013-07-24,
3292,CASHEW,F,F,F,2002,2021,2002,1310,1320,,TRUE,FALSE,FALSE,0,D,TRUE,2008,N,N,3,4,N,N,2007-03-21,2016-07-01,"Similar to #1701. Was BK11 and SEUSUnidBK1, visual sex was first from calving and now confirmed by genitals 4/15/2013 NEA/V.  Haplotype and genetic sex added 11/8/10. Paternity data entered 4/8/16-PKH.
Looks similar to 4425. Bonnet looks like a cashew nut.",phamilton,2007-03-21,phamilton,2022-10-26,
3293,PORCIA,F,F,F,2002,2021,,,,,TRUE,FALSE,FALSE,2,D,TRUE,2008,N,N,3,4,N,N,2007-12-27,2008-02-19,"Was CT49, could well be the 2001 calf of 1620- no way to confirm, named for her prominent roman nose. Porcia was one of the most famous roman women- the wife of Brutus.  Haplotype and genetic sex added 11/8/10.",phamilton,2007-12-27,kmcpherson,2021-11-08,
3294,EQUATOR,F,F,F,2002,2014,,,,,TRUE,FALSE,FALSE,0,D,TRUE,2013,N,N,,,N,N,2008-06-16,2013-07-15,"Was BK01PCCS2003. Named for the grey indent mark around the fattest part of the whale. Sample being shipped June 2013.On 12/1/14, PKH entered hap and genetic sex based on SampleID 182679 (12/18/2008).",phamilton,2008-06-16,phamilton,2014-12-01,
3295,,M,X,M,2002,2021,,,,,TRUE,FALSE,FALSE,0,,FALSE,,N,N,5,4,N,N,2009-01-26,2009-07-01,"Was BK39. Visual sex added 5/31/17 based on sighting 4/13/12 CCS/A ""YY"".",phamilton,2009-01-26,kmcpherson,2021-11-08,
3296,,M,M,M,2002,2018,2002,1430,1149,,TRUE,FALSE,FALSE,0,D,FALSE,,M,M,3,2,N,N,2009-02-09,2009-06-19,"Was CT02BOF2004. Blk ch 2/21/2010 FWRI/V ""B"" -MNH 3/2014. On 12/1/14, PKH entered hap and genetic sex based on SampleID 179168 (2/19/2010). Paternity data entered 4/8/16-PKH. Body scar in similar location to 1708.",phamilton,2009-02-09,kmcpherson,2021-11-08,
3297,,X,X,X,2002,2021,,,,,FALSE,FALSE,FALSE,0,,FALSE,,S,S,3,2,X,X,2009-02-09,2009-07-01,Was BK03,phamilton,2009-02-09,kmcpherson,2021-11-08,
3298,,X,M,M,2002,2021,,,,,TRUE,FALSE,FALSE,0,A,FALSE,,N,N,4,4,N,N,2009-11-06,2010-02-09,"Genetic sex was added by PKH on Dec. 20, 2012 based on SampleID 732, SightingID 51511. Haplotype added by PKH on 6/13/13- SampleID 159 and SampleID 732",phamilton,2009-11-06,mmarx,2022-11-14,
3301,NEPTUNE,X,M,M,2002,2021,2003,1301,1803,,TRUE,FALSE,FALSE,2,D,FALSE,,N,N,2,2,N,N,2004-06-14,2008-06-04,"Genetic sex added 9/24/07, Named for the deep gash in the side which is underwater most of the time and reminded the namer of an earthquake. The head shape is also a roman nose.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH. Left side callosity very similar to 1227 in 2016.",<unknown>,2004-06-14,kmcpherson,2021-11-05,
3302,,M,M,M,2003,2011,2003,1802,,,TRUE,FALSE,FALSE,2,A,FALSE,,N,N,,,Y,Y,,,Genetic sex added 9/24/07.  Haplotype added 11/8/10.,<unknown>,2004-06-14,phamilton,2010-11-08,
3303,,F,F,F,2003,2005,2003,1503,1227,,TRUE,FALSE,FALSE,1,D,FALSE,,N,N,,,N,X,2006-02-02,2006-05-05,"Created Feb 2006- was 2003CalfOf1503 and BK37. Visual sex 9/25/05, Genetic sex added 9/24/07.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.",phamilton,2006-02-02,phamilton,2016-04-08,
3308,SIERRA,F,F,F,2003,2020,2003,1608,,,TRUE,FALSE,FALSE,2,D,FALSE,,N,N,1,1,N,N,2004-06-14,2015-10-05,"Genetic sex of male added 9/24/07, but then it was removed 11/26/13 because the two samples from this whale have different sexes, and there are other indications that there is a problem with one of the samples (Discrepancy 129). Update 12/8/14- determined that Sample ID 633 which had been associated with 3308 was actually 3310. The reliable sample for 3308 is SampleID 846. Genetic sex added on this day based on that sample. droopy fluke tips.  Haplotype added 11/8/10 (but corrected from A to D on 5/27/17). 8/17/11 LMC changed to black belly based on images from 2/25/07 sighting by PCCS/A. Visual sex added 11/26/13 based on 2/25/07 PCCS/A ""H"" and 9/12/09 NEA/N ""Y"". Named in 2016 because the 3 islands look like the three dots that signify ""S"" in morse code, Sierra is the nautical name for ""S"", and this whale is the calf of Morse.",<unknown>,2004-06-14,kmcpherson,2021-11-05,
3310,,M,M,M,2002,2019,2003,2301,1716,,TRUE,FALSE,FALSE,1,A,FALSE,,S,M,3,3,N,N,2004-06-14,2008-11-14,"Genetic sex added 9/24/07, used to be broken.  Haplotype added 11/8/10. On 12/8/14- determined that Sample ID 633 which had been associated with 3308 was actually 3310- GenProb 129. Paternity data entered 4/8/16-PKH.",<unknown>,2004-06-14,kmcpherson,2021-11-05,
3311,BRIDLE,X,M,M,2002,2009,2003,1711,1821,,TRUE,FALSE,FALSE,0,D,FALSE,,N,N,,,X,N,2009-01-15,2009-07-01,"Named Bridle for the entanglement in 2009. The scar on the rostrum looks like a horse’s bridle and the scarring off the left lip look like reigns. Plus there was rope in the mouth – similar to a bit. On 12/1/14, PKH entered hap and genetic sex based on SampleID 182680 (1/14/2009). Paternity data entered 4/8/16-PKH.",phamilton,2009-01-15,phamilton,2016-04-08,
3312,,M,M,M,2002,2018,2003,1612,1043,,TRUE,FALSE,FALSE,0,C,FALSE,,M,M,4,1,N,N,2007-08-15,2008-05-16,Was CT31.  Haplotype and genetic sex added 11/8/10. Paternity data entered 4/8/16-PKH.,phamilton,2007-08-15,kmcpherson,2021-11-05,
3314,YELLOWFIN,F,F,F,2002,2018,2003,2114,,,TRUE,FALSE,FALSE,3,D,FALSE,,S,M,4,4,N,N,2004-06-29,2013-07-15,"Visual sex 9/18/06, Genetic sex added 9/24/07, named after a Coast Guard cutter that helped with the disentanglement.  Haplotype added 11/8/10.",<unknown>,2004-06-29,kmcpherson,2021-11-05,
3317,FRIDA,F,F,F,2002,2019,2003,1817,1801,,TRUE,FALSE,FALSE,2,A,TRUE,2009,S,M,4,4,N,N,2004-06-14,2016-07-01,"Genetic sex added 9/24/07, visual sex by association with calf added 11/20/09.  Haplotype added 11/8/10. 8/17/11 LMC changed to black belly based on field notes from 12/11/06 NEFSC/T, and there is one photo to get a glimpse of belly. Paternity data entered 4/8/16-PKH. Named in 2020 based on fat, single PBH that looks like the unibrow of Frida Kahlo.",<unknown>,2004-06-14,kmcpherson,2022-01-10,
3320,BRACES,F,F,F,1998,2021,,,,,TRUE,FALSE,FALSE,0,A,TRUE,2009,M,M,3,2,N,N,2008-11-11,2009-07-01,"Was C8YG, small chance it is 2002CalfOf1604. From 3/20/06 to 9/1/07, 3320 was actually 2605. After the intermatch was discovered, all sightings became 2605. The new 3320 was created in November 2008. On 12/1/14, PKH entered hap and genetic sex based on SampleID 179117 (1/10/2009). Named in 2018- the extensive scarring on the left lip looks like braces on teeth.",phamilton,2008-11-11,kmcpherson,2021-11-05,
3323,,M,M,M,2003,2016,2003,2123,1306,,TRUE,FALSE,FALSE,2,H,FALSE,,M,L,3,3,N,N,2004-06-14,2006-06-22,"VERY similar to 3466- mandibs and coaming different. Right mandibulars had been drawn incorrectly- changed in June 2006, Genetic sex added 9/24/07.  Haplotype added 11/8/10- Trent data says both H and A- I entered H. Paternity data entered 4/8/16-PKH.",<unknown>,2004-06-14,kmcpherson,2021-11-05,
3329,,F,F,F,2002,2019,2003,2029,1419,2019,TRUE,FALSE,FALSE,2,D,FALSE,,S,S,4,4,Y,Y,2004-06-14,2010-06-07,"Trailing edge similar to 1946's.  Genetic sex added 9/24/07. Scar on left side like 1934.  Haplotype added 11/8/10. On 7/21/14, PKH added female to visual sex based on 4 sightings: 9/17/08, 9/20/08 (2), 9/25/11. Paternity data entered 4/8/16-PKH. Dead whale #5 in GSL 2019.",<unknown>,2004-06-14,kmcpherson,2021-11-05,
3330,,M,X,M,2003,2010,2003,2520,,,FALSE,FALSE,FALSE,0,,FALSE,,M,L,,,N,N,2006-12-08,,Looks similar to C8YG,phamilton,2006-12-08,mhagbloom,2019-03-27,
3333,,M,M,M,2003,2021,2003,1233,,,TRUE,FALSE,FALSE,0,A,FALSE,,N,N,2,5,N,N,2007-03-28,2015-10-05,"Visual sex determined from seus calf shot, Genetic sex added 9/24/07.  Haplotype added 11/8/10.",phamilton,2007-03-28,kmcpherson,2021-11-05,
3340,PLOVER,M,M,M,2002,2021,2003,1208,,,TRUE,FALSE,FALSE,2,D,FALSE,,S,M,6,6,Y,Y,2007-03-27,2018-04-10,"M. Marx saw ventral fluke in March 2007 PCCS trip and thought she saw prop scars. No photos taken. See photo 3/24/07 PCCS/V ""B""- shows prop scars. Review ventral fluke carefully whenever images of ventral fluke become available. Genetic sex added 9/24/07, Visual sex added  5/4/10.  Haplotype added 11/8/10. Named for the injured fluke that looks like a plover pretending to have a broken wing to lure predators away.",phamilton,2007-03-27,kmcpherson,2021-11-05,
3343,,M,M,M,2002,2021,2003,1243,1032,,TRUE,FALSE,FALSE,2,A,FALSE,,M,L,2,4,N,N,2004-06-14,2010-06-07,"Genetic sex added 9/24/07, was CTAK01.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.",<unknown>,2004-06-14,kmcpherson,2021-11-05,
3346,KINGFISHER,M,M,M,2003,2015,2003,1946,,,TRUE,FALSE,FALSE,2,C,FALSE,,M,M,,,N,N,2004-06-14,2005-10-26,Genetic sex added 9/24/07.  Haplotype added 11/8/10. Flipper wrap is from entanglement in 2004.,<unknown>,2004-06-14,mhagbloom,2021-04-29,
3350,,M,M,M,2003,2021,2003,1950,,,TRUE,FALSE,FALSE,2,A,FALSE,,M,M,4,4,N,N,2004-06-14,2022-06-09,"Sex determined from image 8/21/03 DFO/LH ""J"", looks like 3532. On 12/1/14, PKH entered hap and genetic sex based on SampleID 159047 (9/12/2009).
Looks similar to 4143.",<unknown>,2004-06-14,awarren,2022-06-09,
3351,DUNE,M,M,M,2002,2021,2003,1151,1278,,TRUE,FALSE,FALSE,2,C,FALSE,,L,L,4,3,N,N,2004-06-14,,"right head similar to 3423 and 3691, Genetic sex added 9/24/07, visual sex 3/17/04 img_0048- had been visually sexed as female until 9/27/07, but I think it was a misinterpretation of the the 9/6/03 ""G"" sighting. The 3/17/04 sighitng is unambiguously male and matches genetic sex. Visual sex changed from female to male on 9/27/07.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH. Named in 2021 for the distinctive large lips that look like sand dunes on either side of the head.",<unknown>,2004-06-14,kmcpherson,2021-11-05,
3360,HORTON,F,F,F,2003,2021,,,,,TRUE,FALSE,FALSE,0,A,TRUE,2007,N,S,4,5,Y,Y,2007-04-17,2015-10-05,Was BK23. Similar to 2601. Genetic sex added 9/24/07. Named for the small speck of a scar on the right head near the coaming. This scar distinguishes this whale from another and it is the small very important scar that this whale carries that makes it memorable. Horton was an elephant that carried a world that was the size of a speck.  Haplotype added 11/8/10.,phamilton,2007-04-17,mmarx,2023-01-18,
3370,ARCHIPELAGO,F,F,F,2003,2021,,,,,TRUE,FALSE,FALSE,0,B,TRUE,2009,M,M,1,1,N,N,2007-09-27,2022-11-09,"Was B2MX, Black belly added 10/27/14 based on 3/21/13 CCS/I ""F"" sighting. On 12/1/14, PKH entered hap and genetic sex based on SampleID 179107 (2/27/2009). Named in 2020 based on the series of lip patches on the right lip is very distinctive and looks like an archipelago",phamilton,2007-09-27,awarren,2022-11-09,
3380,LEMUR,M,X,M,2003,2021,,,,,TRUE,FALSE,FALSE,0,,FALSE,,M,M,7,5,N,N,2008-04-17,2009-06-08,"Was BK27, Belly shot 9/3/03 thought to be male, but weren't certain. On May 31, 2017, we decided that image 137 is clearly male and changed the whale coding from unknown visual sex to male. Named in 2015 because the cuts on the fluke look like rings on a lemur's tail. The fact that it starts with an ""L"" to help remind us that it is the left fluke since there are other whales with cuts on their flukes.",phamilton,2008-04-17,kmcpherson,2021-11-05,
3390,UCA,F,F,F,2003,2021,,,,,TRUE,FALSE,FALSE,0,C,TRUE,2012,S,S,2,0,N,N,2008-04-30,2009-06-08,"Was BKLH01, visual sex from 3/24/07 & 8/9/06.  Haplotype and genetic sex added 11/8/10. Named in 2022 because the right isalnd is so much larger than the left like fiddler crab claws (genus Uca).",phamilton,2008-04-30,phamilton,2022-10-26,
3391,,M,X,M,2003,2021,,,,,FALSE,FALSE,FALSE,2,,FALSE,,S,M,1,2,N,N,2009-02-26,2009-06-19,Was CT29. Looks like 3208 and 3504. Visual male from 2/11/08 #2,phamilton,2009-02-26,kmcpherson,2021-11-03,
3392,,X,M,M,2003,2021,,,,,TRUE,FALSE,FALSE,0,A,FALSE,,N,M,3,3,N,N,2010-04-05,2010-07-22,"On 12/1/14, PKH entered hap and genetic sex based on SampleID 159044 (8/13/2009). Right fluke lobe seems less droopy than it used to be.",phamilton,2010-04-05,kmcpherson,2021-11-03,
3393,,X,X,X,2001,2021,,,,,FALSE,FALSE,FALSE,0,,FALSE,,N,N,4,4,Y,Y,2015-04-16,2015-10-05,Had been BK01GSC11,phamilton,2015-04-16,kmcpherson,2021-11-03,
3401,TUX,M,M,M,2004,2021,2004,1701,1317,,TRUE,FALSE,FALSE,0,D,FALSE,,N,S,3,3,Y,Y,2007-04-27,2008-02-21,"Lip callosity right very similar to 2645, Genetic sex added 9/24/07, named for white belly pattern with black ""buttons"".  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.",phamilton,2007-04-27,kmcpherson,2021-11-03,
3405,FUSE,F,F,F,2003,2016,2004,1705,1801,,TRUE,FALSE,FALSE,0,C,TRUE,2016,N,N,1,2,N,N,2007-04-02,2007-04-24,"Genetic sex added 9/24/07, named for fused island and the fire theme goes with sister Smoke and mother Phoenix, Visual sex added  5/4/10.  Haplotype added 11/8/10. 8/17/11 LMC black belly. Paternity data entered 4/8/16-PKH.",phamilton,2007-04-02,kmcpherson,2021-11-03,
3410,HIDALGO,X,F,F,2003,2003,,,,,TRUE,FALSE,FALSE,0,A,FALSE,,S,S,,,X,X,2005-09-29,2005-10-26,Haplotype added 11/8/10.,phamilton,2005-10-03,mmarx,2013-07-08,
3411,,F,F,F,2004,2010,2004,1911,1603,,TRUE,FALSE,FALSE,0,D,FALSE,,N,N,,,N,N,2007-04-26,2008-03-03,"Sex determined from 10/3/05 sighting, Genetic sex added 9/24/07.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.",phamilton,2007-04-24,phamilton,2016-04-08,
3414,BARBELL,M,M,M,2004,2021,2004,2614,1279,,TRUE,FALSE,FALSE,0,D,FALSE,,N,N,5,4,N,N,2007-04-24,2008-05-16,Genetic sex added 9/24/07.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH. Named in 2022 because the bonnet looks like a barbell.,phamilton,2007-04-24,phamilton,2022-10-26,
3420,PLATYPUS,X,F,F,2004,2021,2004,2460,1037,,TRUE,FALSE,FALSE,0,A,TRUE,2015,M,M,5,7,Y,Y,2007-04-23,2011-03-23,"Genetic sex added 9/24/07. Looks like 2007CalfOf1242 from the air. Named Platypus because the bonnet is the most distinctive feature of this whale and it looks like a platypus facing towards the coaming.On 12/1/14, PKH entered hap based on SampleID 366 (9/17/2006). Paternity data entered 4/8/16-PKH.",phamilton,2007-04-23,kmcpherson,2021-11-03,
3421,,M,M,M,2003,2019,2004,1321,1617,2019,TRUE,FALSE,FALSE,0,B,FALSE,,N,N,1,1,N,N,2007-04-03,2007-04-09,Genetic sex added 9/24/07.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.,phamilton,2007-04-03,kmcpherson,2021-11-03,
3423,EPIC,M,M,M,2004,2021,2004,1123,1960,,TRUE,FALSE,FALSE,0,G,FALSE,,L,L,1,1,N,N,2007-05-09,2009-01-26,"Was CT01BOF05, right head similar to 3351, 3691 and 3651, sex determined from 8/18/06 sighitng, Genetic sex added 9/24/07. Haplotype added 11/8/10. 11/7/14-Named because his mother is Sonnet and sister is Couplet- Epic is a long poem and this whale has long lips. Paternity data entered 4/8/16-PKH.",phamilton,2007-05-09,kmcpherson,2021-11-03,
3430,CHIANTI,F,F,F,2004,2022,2004,2330,1419,,TRUE,FALSE,FALSE,0,D,TRUE,2011,N,N,3,2,N,N,2007-04-04,2007-04-13,Genetic sex added 9/24/07.  Haplotype added 11/8/10. Head similar to 1026. Paternity data entered 4/8/16-PKH. Named in 2022 - The shape of the bonnet looks like a Fiasco bottle often used for Chianti.,phamilton,2007-04-04,phamilton,2022-10-26,
3440,CYPRESS,F,F,F,2002,2016,2002,1622,1019,,TRUE,FALSE,FALSE,0,D,TRUE,2009,S,M,4,3,N,N,2008-01-31,2015-10-05,"Was CT15. Haplotype and genetic sex added 11/8/10. Named because her callosity is straight, but twisty and knobby like a cypress tree. On 1/17/13, this whale was genetically matched to the 2002CalfOf1622- decided to keep this Catalog number. Paternity data entered 4/8/16-PKH.",phamilton,2008-01-31,kmcpherson,2021-11-03,
3442,ARMADA,M,M,M,2004,2021,2004,1142,1149,,TRUE,FALSE,FALSE,0,A,FALSE,,M,M,1,1,Y,Y,2005-09-29,2018-04-10,"Genetic sex added 9/24/07, named for the birth mark on the back--An armada is a group of ships or aircraft.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.",phamilton,2005-10-03,khowe,2023-02-07,
3445,,X,F,F,2003,2006,2004,2145,1271,,TRUE,FALSE,FALSE,0,D,FALSE,,N,S,,,X,X,2006-06-16,2007-01-09,"Some sightings had been CT48- Dec 05 entanglement, Genetic sex added 9/24/07. Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.",phamilton,2006-06-16,phamilton,2016-04-08,
3450,CLIPPER,F,F,F,2004,2019,,,,2019,TRUE,FALSE,FALSE,0,D,TRUE,2016,S,S,6,4,N,N,2008-04-30,2009-06-19,"Was BK28, Visual sex from 10/3/05- SAG started with just two whales, so sex likely correctly assigned. Named in a contest for the tail which was clipped off and it also has a nautical theme after the vessel called a clipper. Genetic sex was added by PKH on Dec. 20, 2012 based on SampleID 842, SightingID 54517. Haplotype added by PKH on 6/13/13- SampleID 842. Dead whale #6 in GSL 2019.",phamilton,2008-04-30,kmcpherson,2021-11-03,
3460,HAVANA,M,M,M,2004,2021,2004,2360,,,TRUE,FALSE,FALSE,0,D,FALSE,,S,M,3,4,N,N,2007-04-23,2007-04-26,"Visual sex added 12/7/12 based on 8/27/10 LM* sighting.  11/7/14-Named because this whale was taken into the Gulf of Mexico as a calf- brushing by Cuba, and the single island could look like Cuba. On 12/1/14, PKH entered hap and genetic sex based on SampleID 735 (5/31/2004). Added to re-dart list 1/27/16. Darted by NEFSC/S in CCB on 5/3/21, removed re-dart.",phamilton,2007-04-23,awarren,2022-01-06,
3466,,X,M,M,2004,2021,2004,1266,2140,,TRUE,FALSE,FALSE,0,D,FALSE,,M,M,2,3,N,N,2007-04-26,2009-06-08,"very similar to 3323- coaming most obvious difference, Genetic sex added 9/24/07.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.",phamilton,2007-04-26,kmcpherson,2021-11-03,
3470,,X,M,M,2004,2012,,,,,TRUE,FALSE,FALSE,2,A,FALSE,,N,N,,,X,X,2010-01-21,2010-02-15,"Was CT01GSC05. On 12/1/14, PKH entered hap and genetic sex based on SampleID 179149 (5/18/2010).",phamilton,2010-01-21,phamilton,2014-12-01,
3503,CATERPILLAR,F,F,F,2004,2021,2005,1703,1032,,TRUE,FALSE,FALSE,0,A,FALSE,,N,M,6,5,N,N,2007-05-02,2009-06-08,"Genetic sex added 9/24/07, named for tractor treads marks and the segmented body of a caterpillar.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.",phamilton,2007-05-02,kmcpherson,2021-11-02,
3504,,M,X,M,2004,2021,2005,1204,,,FALSE,FALSE,FALSE,0,,FALSE,,M,M,3,4,Y,Y,2010-01-19,2010-02-15,"Was briefly 3591, CT03RB06. Looks like 3391. Big chin wrap especially on right mandible, and so can look similar to 4423.",phamilton,2010-01-26,kmcpherson,2021-11-02,
3508,EUBIE,M,M,M,2005,2006,2005,1408,1306,2006,TRUE,FALSE,FALSE,0,A,FALSE,,S,M,,,N,N,2007-01-02,2007-01-08,"Genetic sex added 9/24/07.  Haplotype added 11/8/10. Dead from major propeller cuts. Paternity data entered 4/8/16-PKH. On 1/25/23, this whale was posthumously named Eubie (for Eubalaena) by the Georgia Museum of Natural History who plan to display his skeleton in the near future. Name approved by Friends of GMNH President, Dr. James Porter and the GMNH Director, Dr. Byron J. Freeman.",phamilton,2007-01-02,phamilton,2023-01-25,
3510,TWISTER,M,M,M,2005,2021,2005,3010,1156,,TRUE,FALSE,FALSE,0,D,FALSE,,N,N,3,3,N,N,2007-11-13,2021-09-28,Visual sex- 9/6/05. Haplotype and genetic sex added 11/8/10. Paternity data entered 4/8/16-PKH. Named in 2021 for scar on right insertion that looks like a tornado.,phamilton,2007-11-13,kmcpherson,2021-11-02,
3512,CONTRAIL,F,F,F,2004,2017,2005,1012,,2017,TRUE,FALSE,FALSE,0,B,FALSE,,N,M,2,4,N,N,2011-03-08,2011-05-17,Had been BK01SEUS09. Named for the scar on the left fluke that looks like a shuttle or rocket contrail. Genetic sex determined from Sample 737/SightingID 51759 (1/25/05)- entered 12/18/12 by PKH. Haplotype added by PKH on 6/13/13- SampleID 737.,phamilton,2011-03-08,kmcpherson,2021-11-02,
3513,CANAVERAL,F,F,F,2005,2015,2005,2413,,,TRUE,TRUE,FALSE,0,D,TRUE,2013,N,N,,,N,N,2007-05-02,2009-06-08,"Visual sex 8/26/05, Genetic sex added 9/24/07. Haplotype added 11/8/10. Named in 2015 because the callosity looks like a rocket launching with smoke trailing it, like in Cape Canaveral, and because she is a reproductive female that we hope to see off of FL in the future. Added to re-dart list 1/27/16 (Only one sample from this individual - seems to have worked fairly well. Very low DNA concentrations but lots of tissue remaining). Left head similar to 3693, 4080, 2370, 3115.",phamilton,2007-05-02,phamilton,2022-10-10,
3515,,F,F,F,2005,2018,2005,1315,1616,2018,TRUE,FALSE,FALSE,0,D,TRUE,2013,M,M,4,4,Y,Y,2008-11-24,2009-07-01,"Visual sex 4/26/07 PCCS/V. On 12/1/14, PKH entered hap and genetic sex based on SampleID 160198 (9/2/2009). Paternity data entered 4/8/16-PKH. Matched genetically on 3/28/19 to IFAW18-281Eg based on mtDNA haplotype, sex, and 13 microsatellite loci.",phamilton,2008-11-24,kmcpherson,2021-11-02,
3520,MILLIPEDE,F,F,F,2004,2021,2005,2040,1818,,TRUE,FALSE,FALSE,0,D,TRUE,2013,N,N,4,4,N,N,2007-07-10,2009-06-08,"Was BK53, Genetic sex added 9/24/07, Visual sex 8/7/08, named for the series of prop scars on the right side that look like a segmented millipede.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.",phamilton,2007-06-04,kmcpherson,2021-11-02,
3522,,X,M,M,2005,2006,2005,1622,1249,,TRUE,FALSE,FALSE,0,D,FALSE,,M,M,,,N,N,2007-05-01,2009-06-08,Genetic sex added 9/24/07.  Haplotype added 11/8/10. Paternity data entered 4/8/16-PKH.,phamilton,2007-05-01,phamilton,2016-04-08,
3523,HOBBES,F,F,F,2004,2011,2005,2223,1052,,TRUE,FALSE,FALSE,0,A,FALSE,,S,N,,,N,N,2007-04-30,2009-06-08,"Genetic sex added 9/24/07, Named because she is the first calf of Calvin after the comic strip characters Calvin and Hobbs. Haplotype added 11/8/10. Callosity very similar to 1901, 3802, 3812 and 3989. Paternity data entered 4/8/16-PKH.",phamilton,2007-04-30,phamilton,2016-04-08,
3530,RUFFIAN,M,M,M,2004,2021,2004,1509,1708,,TRUE,FALSE,FALSE,0,B,FALSE,,N,N,3,3,N,N,2008-02-04,2009-06-08,"was BKMX01, named for the roughed up appearance after major entanglement in early 2008. Haplotype and genetic sex added 11/8/10. He looks like he has a white chin now when seen from the right side due to extensive scarring along the mandible. If we ever see the full underside of his head and it is white from scarring, we should change his chin coding to white eventhough he was born with a black chin- PKH- 12/1/11. MNH found photos on ext.hd, now in DIGITS- 2/20/2008 FWRI/V shows mandibular scar, but the chin is still all black so can keep black chin coding. -MNH 4/9/2014. On 1/17/13, genetically matched to the 2004CalfOf1509. Decided to keep this Catalog number. Paternity data entered 4/8/16-PKH.",phamilton,2008-02-04,kmcpherson,2021-11-02,
